sequence,scene,amount
2019-03-14,sz000037,10.5
2019-03-14,sz000038,14.3
2019-03-14,sz000039,13.27
2019-03-14,sz000040,8.97
2019-03-14,sz000042,12.8
2019-03-14,sz000043,9.22
2019-03-14,sz000045,7.78
2019-03-14,sz000046,7.1
2019-03-14,sz000048,20.12
2019-03-14,sz000049,34.21
2019-03-14,sz000050,16.51
2019-03-14,sz000055,6.38
2019-03-14,sz000056,6.3
2019-03-14,sz000058,7.6
2019-03-14,sz000059,6.96
2019-03-14,sz000060,5.06
2019-03-14,sz000061,5.88
2019-03-14,sz000062,20.7
2019-03-14,sz000063,28.5
2019-03-14,sz000065,9.85
2019-03-14,sz000066,7.62
2019-03-14,sz000068,7.49
2019-03-14,sz000069,6.93
2019-03-14,sz000070,14.66
2019-03-14,sz000078,4.46
2019-03-14,sz000088,6.39
2019-03-14,sz000089,9.25
2019-03-14,sz000090,6.02
2019-03-14,sz000096,11.17
2019-03-14,sz000099,7.55
2019-03-14,sz000100,3.67
2019-03-14,sz000150,13.97
2019-03-14,sz000151,12.8
2019-03-14,sz000153,6.62
2019-03-14,sz000155,4.41
2019-03-14,sz000156,10.9
2019-03-14,sz000157,4.3
2019-03-14,sz000158,6.6
2019-03-14,sz000159,5.56
2019-03-14,sz000166,5.56
2019-03-14,sz000301,6.02
2019-03-14,sz000333,46.2
2019-03-14,sz000338,10.2
2019-03-14,sz000400,11.5
2019-03-14,sz000401,16.1
2019-03-14,sz000402,8.12
2019-03-14,sz000403,27.97
2019-03-14,sz000404,5.07
2019-03-14,sz000407,4.6
2019-03-14,sz000408,12.45
2019-03-14,sz000409,4.85
2019-03-14,sz000410,8.08
2019-03-14,sz000411,13.4
2019-03-14,sz000413,6.38
2019-03-14,sz000415,4.58
2019-03-14,sz000416,5.18
2019-03-14,sz000417,5.16
2019-03-14,sz000418,54.0
2019-03-14,sz000419,5.08
2019-03-14,sz000420,2.54
2019-03-14,sz000421,5.25
2019-03-14,sz000422,3.73
2019-03-14,sz000423,46.2
2019-03-14,sz000425,4.03
2019-03-14,sz000426,6.7
2019-03-14,sz000428,3.21
2019-03-14,sz000429,8.58
2019-03-14,sz000430,6.13
2019-03-14,sz000488,6.9
2019-03-14,sz000498,6.05
2019-03-14,sz000501,11.2
2019-03-14,sz000502,8.47
2019-03-14,sz000503,20.44
2019-03-14,sz000504,13.9
2019-03-14,sz000505,6.4
2019-03-14,sz000506,3.48
2019-03-14,sz000507,7.58
2019-03-14,sz000509,3.31
2019-03-14,sz000510,5.19
2019-03-14,sz000513,36.8
2019-03-14,sz000514,4.44
2019-03-14,sz000516,6.1
2019-03-14,sz000517,3.03
2019-03-14,sz000518,4.33
2019-03-14,sz000519,8.26
2019-03-14,sz000520,3.54
2019-03-14,sz000521,4.02
2019-03-14,sz000523,5.01
2019-03-14,sz000524,7.9
2019-03-14,sz000525,15.91
2019-03-14,sz000526,23.88
2019-03-14,sz000528,7.33
2019-03-14,sz000529,6.51
2019-03-14,sz000530,5.15
2019-03-14,sz000531,7.3
2019-03-14,sz000532,12.74
2019-03-14,sz000533,3.95
2019-03-14,sz000534,9.88
2019-03-14,sz000536,3.56
2019-03-14,sz000537,8.71
2019-03-14,sz000538,84.41
2019-03-14,sz000539,4.6
2019-03-14,sz000540,4.66
2019-03-14,sz000541,6.08
2019-03-14,sz000543,5.62
2019-03-14,sz000544,6.32
2019-03-14,sz000545,3.98
2019-03-14,sz000546,10.26
2019-03-14,sz000547,10.67
2019-03-14,sz000548,5.19
2019-03-14,sz000550,20.46
2019-03-14,sz000551,7.04
2019-03-14,sz000552,3.14
2019-03-14,sz000553,11.25
2019-03-14,sz000554,6.18
2019-03-14,sz000555,13.57
2019-03-14,sz000557,4.35
2019-03-14,sz000558,4.26
2019-03-14,sz000559,7.08
2019-03-14,sz000560,5.68
2019-03-14,sz000561,7.2
2019-03-14,sz000563,5.0
2019-03-14,sz000564,3.56
2019-03-14,sz000565,5.65
2019-03-14,sz000566,8.42
2019-03-14,sz000567,13.74
2019-03-14,sz000568,50.5
2019-03-14,sz000570,5.08
2019-03-14,sz000571,3.58
2019-03-14,sz000572,2.67
2019-03-14,sz000573,3.55
2019-03-14,sz000576,9.3
2019-03-14,sz000581,22.15
2019-03-14,sz000582,8.35
2019-03-14,sz000584,8.7
2019-03-14,sz000585,2.7
2019-03-14,sz000586,11.15
2019-03-14,sz000587,3.44
2019-03-14,sz000589,4.0
2019-03-14,sz000590,8.39
2019-03-14,sz000591,4.1
2019-03-14,sz000592,3.94
2019-03-14,sz000593,6.89
2019-03-14,sz000595,3.68
2019-03-14,sz000596,82.73
2019-03-14,sz000597,12.43
2019-03-14,sz000598,4.74
2019-03-14,sz000599,4.48
2019-03-14,sz000600,6.88
2019-03-14,sz000601,4.7
2019-03-14,sz000603,10.67
2019-03-14,sz000605,10.27
2019-03-14,sz000606,8.45
2019-03-14,sz000607,5.56
2019-03-14,sz000608,6.4
2019-03-14,sz000609,6.63
2019-03-14,sz000610,9.22
2019-03-14,sz000611,4.74
2019-03-14,sz000612,4.85
2019-03-14,sz000613,7.46
2019-03-14,sz000615,5.97
2019-03-14,sz000616,3.52
2019-03-14,sz000617,13.26
2019-03-14,sz000619,6.19
2019-03-14,sz000620,4.7
2019-03-14,sz000622,8.2
2019-03-14,sz000623,18.17
2019-03-14,sz000625,7.71
2019-03-14,sz000626,8.51
2019-03-14,sz000627,6.83
2019-03-14,sz000628,11.1
2019-03-14,sz000630,2.69
2019-03-14,sz000631,3.57
2019-03-14,sz000632,4.66
2019-03-14,sz000633,5.97
2019-03-14,sz000635,9.85
2019-03-14,sz000636,15.2
2019-03-14,sz000637,4.9
2019-03-14,sz000638,6.68
2019-03-14,sz000639,8.83
2019-03-14,sz000650,6.42
2019-03-14,sz000651,44.9
2019-03-14,sz000652,4.25
2019-03-14,sz000655,4.86
2019-03-14,sz000656,5.99
2019-03-14,sz000657,6.64
2019-03-14,sz000659,3.64
2019-03-14,sz000661,274.0
2019-03-14,sz000662,7.86
2019-03-14,sz000663,7.55
2019-03-14,sz000665,9.05
2019-03-14,sz000666,13.84
2019-03-14,sz000667,2.82
2019-03-14,sz000668,12.11
2019-03-14,sz000669,6.36
2019-03-14,sz000670,6.2
2019-03-14,sz000671,7.62
2019-03-14,sz000672,10.45
2019-03-14,sz000673,5.9
2019-03-14,sz000676,11.06
2019-03-14,sz000677,3.33
2019-03-14,sz000678,8.47
2019-03-14,sz000679,4.82
2019-03-14,sz000680,3.97
2019-03-14,sz000681,28.82
2019-03-14,sz000682,6.02
2019-03-14,sz000683,2.93
2019-03-14,sz000685,8.57
2019-03-14,sz000686,9.55
2019-03-14,sz000687,8.75
2019-03-14,sz000688,12.13
2019-03-14,sz000690,8.04
2019-03-14,sz000691,4.96
2019-03-14,sz000692,3.53
2018-07-12,sz000693,0.0
2019-03-14,sz000695,11.3
2019-03-14,sz000697,14.7
2019-03-14,sz000698,4.37
2019-03-14,sz000700,3.86
2019-03-14,sz000701,7.36
2019-03-14,sz000702,6.62
2019-03-14,sz000703,13.7
2019-03-14,sz000705,7.38
2019-03-14,sz000707,3.64
2019-03-14,sz000708,11.21
2019-03-14,sz000709,3.44
2019-03-14,sz000710,44.15
2019-03-14,sz000711,7.79
2019-03-14,sz000712,13.81
2019-03-14,sz000713,5.89
2019-03-14,sz000715,8.68
2019-03-14,sz000716,3.73
2019-03-14,sz000717,5.66
2019-03-14,sz000718,3.77
2019-03-14,sz000719,8.92
2019-03-14,sz000720,4.75
2019-03-14,sz000721,4.64
2019-03-14,sz000722,7.92
2019-03-14,sz000723,5.4
2019-03-14,sz000725,3.9
2019-03-14,sz000726,10.18
2019-03-14,sz000727,2.96
2019-03-14,sz000728,10.5
2019-03-14,sz000729,6.42
2019-03-14,sz000731,6.69
2019-03-14,sz000732,15.83
2019-03-14,sz000733,15.01
2019-03-14,sz000735,12.7
2019-03-14,sz000736,8.8
2019-03-14,sz000737,4.14
2019-03-14,sz000738,16.3
2019-03-14,sz000739,10.27
2019-03-14,sz000750,5.64
2019-03-14,sz000751,3.8
2019-03-14,sz000752,7.76
2019-03-14,sz000753,3.62
2019-03-14,sz000755,5.01
2019-03-14,sz000756,7.22
2019-03-14,sz000757,5.66
2019-03-14,sz000758,4.87
2019-03-14,sz000759,6.59
2019-03-14,sz000760,3.68
2019-03-14,sz000761,3.96
2019-03-14,sz000762,8.4
2019-03-14,sz000766,7.75
2019-03-14,sz000767,3.0
2019-03-14,sz000768,17.1
2019-03-14,sz000776,16.65
2019-03-14,sz000777,14.23
2019-03-14,sz000778,4.91
2019-03-14,sz000779,9.99
2019-03-14,sz000780,3.72
2019-03-14,sz000782,5.09
2019-03-14,sz000783,7.43
2019-03-14,sz000785,11.42
2019-03-14,sz000786,18.78
2019-03-14,sz000788,6.49
2019-03-14,sz000789,12.99
2019-03-14,sz000790,5.33
2019-03-14,sz000791,6.29
2019-03-14,sz000792,7.18
2019-03-14,sz000793,4.55
2019-03-14,sz000795,5.1
2019-03-14,sz000796,8.02
2019-03-14,sz000797,5.78
2019-03-14,sz000798,6.66
2019-03-14,sz000799,19.42
2019-03-14,sz000800,8.35
2019-03-14,sz000801,6.52
2019-03-14,sz000802,12.67
2019-03-14,sz000803,0.0
2019-03-14,sz000806,6.6
2019-03-14,sz000807,4.94
2019-03-14,sz000809,3.01
2019-03-14,sz000810,10.47
2019-03-14,sz000811,7.02
2019-03-14,sz000812,4.73
2019-03-14,sz000813,11.18
2019-03-14,sz000815,8.87
2019-03-14,sz000816,2.27
2019-03-14,sz000818,12.4
2019-03-14,sz000819,10.94
2019-03-14,sz000820,6.0
2019-03-14,sz000821,10.01
2019-03-14,sz000822,5.82
2019-03-14,sz000823,10.5
2019-03-14,sz000825,5.11
2019-03-14,sz000826,12.64
2019-03-14,sz000828,9.55
2019-03-14,sz000829,6.83
2019-03-14,sz000830,12.16
2019-03-14,sz000831,12.55
2019-03-14,sz000833,5.77
2019-03-14,sz000835,5.25
2019-03-14,sz000836,4.91
2019-03-14,sz000837,5.03
2019-03-14,sz000838,4.08
2019-03-14,sz000839,6.77
2019-03-14,sz000848,9.23
2019-03-14,sz000850,4.12
2019-03-14,sz000851,6.7
2019-03-14,sz000852,8.97
2019-03-14,sz000856,15.95
2019-03-14,sz000858,76.9
2019-03-14,sz000859,6.95
2019-03-14,sz000860,45.98
2019-03-14,sz000861,2.99
2019-03-14,sz000862,7.06
2019-03-14,sz000863,5.44
2019-03-14,sz000868,4.06
2019-03-14,sz000869,29.18
2019-03-14,sz000875,3.1
2019-03-14,sz000876,12.3
2019-03-14,sz000877,10.06
2019-03-14,sz000878,10.36
2019-03-14,sz000880,8.66
2019-03-14,sz000881,9.42
2019-03-14,sz000882,3.02
2019-03-14,sz000883,4.16
2019-03-14,sz000885,8.68
2019-03-14,sz000886,4.61
2019-03-14,sz000887,12.98
2019-03-14,sz000888,6.9
2019-03-14,sz000889,12.91
2019-03-14,sz000890,6.56
2019-03-14,sz000892,6.11
2019-03-14,sz000893,5.22
2019-03-14,sz000895,25.01
2019-03-14,sz000897,3.09
2019-03-14,sz000898,5.77
2019-03-14,sz000899,5.38
2019-03-14,sz000900,4.97
2019-03-14,sz000901,14.6
2019-03-14,sz000902,10.57
2019-03-14,sz000903,3.14
2019-03-14,sz000905,7.32
2019-03-14,sz000906,5.72
2019-03-14,sz000908,5.7
2019-03-14,sz000909,8.76
2019-03-14,sz000910,13.3
2019-03-14,sz000911,9.25
2019-03-14,sz000912,5.51
2019-03-14,sz000913,11.18
2019-03-14,sz000915,20.21
2017-12-22,sz000916,0.0
2019-03-14,sz000917,9.7
2019-03-14,sz000918,7.24
2019-03-14,sz000919,7.5
2019-03-14,sz000920,7.3
2019-03-14,sz000921,11.13
2019-03-14,sz000922,9.01
2019-03-14,sz000923,15.0
2019-03-14,sz000925,8.17
2019-03-14,sz000926,7.31
2019-03-14,sz000927,3.98
2019-03-14,sz000928,5.17
2019-03-14,sz000929,7.6
2019-03-14,sz000930,8.84
2019-03-14,sz000931,9.3
2019-03-14,sz000932,7.41
2019-03-14,sz000933,5.05
2019-03-14,sz000935,19.8
2019-03-14,sz000936,11.1
2019-03-14,sz000937,4.29
2019-03-14,sz000938,44.88
2019-03-14,sz000939,1.26
2019-03-14,sz000948,16.56
2019-03-14,sz000949,3.32
2019-03-14,sz000951,15.17
2019-03-14,sz000952,11.35
2019-03-14,sz000953,4.19
2019-03-14,sz000955,5.27
2019-03-14,sz000957,7.63
2019-03-14,sz000958,4.83
2019-03-14,sz000959,4.33
2019-03-14,sz000960,11.92
2019-03-14,sz000961,8.45
2019-03-14,sz000962,8.02
2019-03-14,sz000963,32.15
2019-03-14,sz000965,5.34
2019-03-14,sz000966,4.23
2019-03-14,sz000967,6.77
2019-03-14,sz000968,12.75
2019-03-14,sz000969,6.66
2019-03-14,sz000970,9.8
2019-03-14,sz000971,5.17
2019-03-14,sz000972,3.75
2019-03-14,sz000973,4.79
2019-03-14,sz000975,10.71
2019-03-14,sz000976,5.12
2019-03-14,sz000977,24.9
2019-03-14,sz000978,6.41
2018-12-27,sz000979,0.21
2019-03-14,sz000980,5.33
2019-03-14,sz000981,4.58
2019-03-14,sz000982,1.43
2019-03-14,sz000983,6.24
2019-03-14,sz000985,14.25
2019-03-14,sz000987,10.46
2019-03-14,sz000988,16.38
2019-03-14,sz000989,12.73
2019-03-14,sz000990,18.24
2019-03-14,sz000993,6.13
2019-03-14,sz000995,4.31
2019-03-14,sz000996,14.1
2019-03-14,sz000997,18.11
2019-03-14,sz000998,15.46
2019-03-14,sz000999,26.54
2019-03-14,sz001696,5.78
2019-03-14,sz001896,3.88
2019-03-14,sz001965,9.18
2019-03-14,sz001979,21.66
2019-03-14,sz002001,18.84
2019-03-14,sz002002,4.8
2019-03-14,sz002003,7.42
2019-03-14,sz002004,5.48
2019-03-14,sz002005,2.94
2019-03-14,sz002006,6.46
2019-03-14,sz002007,42.0
2019-03-14,sz002008,41.67
2019-03-14,sz002009,11.4
2019-03-14,sz002010,8.09
2019-03-14,sz002011,6.63
2019-03-14,sz002012,5.1
2019-03-14,sz002013,7.55
2019-03-14,sz002014,7.57
2019-03-14,sz002015,5.95
2019-03-14,sz002016,10.31
2019-03-14,sz002017,17.84
2019-03-14,sz002018,1.32
2019-03-14,sz002019,13.31
2019-03-14,sz002020,10.55
2019-03-14,sz002021,3.61
2019-03-14,sz002022,12.0
2019-03-14,sz002023,13.9
2019-03-14,sz002024,12.06
2019-03-14,sz002025,28.3
2019-03-14,sz002026,6.6
2019-03-14,sz002027,6.7
2019-03-14,sz002028,13.49
2019-03-14,sz002029,7.29
2019-03-14,sz002030,13.0
2019-03-14,sz002031,2.79
2019-03-14,sz002032,62.12
2019-03-14,sz002033,6.81
2019-03-14,sz002034,17.46
2019-03-14,sz002035,11.4
2019-03-14,sz002036,13.0
2019-03-14,sz002037,9.88
2019-03-14,sz002038,28.19
2019-03-14,sz002039,14.06
2019-03-14,sz002040,10.51
2019-03-14,sz002041,6.51
2019-03-14,sz002042,7.63
2019-03-14,sz002043,6.34
2019-03-14,sz002044,16.72
2019-03-14,sz002045,6.3
2019-03-14,sz002046,8.3
2019-03-14,sz002047,7.2
2019-03-14,sz002048,12.72
2019-03-14,sz002049,40.43
2019-03-14,sz002050,16.15
2019-03-14,sz002051,13.94
2019-03-14,sz002052,4.91
2019-03-14,sz002053,8.17
2019-03-14,sz002054,7.5
2019-03-14,sz002055,16.06
2019-03-14,sz002056,7.2
2019-03-14,sz002057,7.36
2019-03-14,sz002058,14.2
2019-03-14,sz002059,7.01
2019-03-14,sz002060,3.42
2019-03-14,sz002061,9.27
2019-03-14,sz002062,4.49
2019-03-14,sz002063,11.1
2019-03-14,sz002064,5.33
2019-03-14,sz002065,8.97
2019-03-14,sz002066,9.1
2019-03-14,sz002067,4.1
2019-03-14,sz002068,6.52
2019-03-14,sz002069,5.5
2018-05-14,sz002070,0.0
2019-03-14,sz002071,5.33
2019-03-14,sz002072,7.34
2019-03-14,sz002073,6.58
2019-03-14,sz002074,18.65
2019-03-14,sz002075,10.34
2019-03-14,sz002076,4.07
2019-03-14,sz002077,7.01
2019-03-14,sz002078,6.92
2019-03-14,sz002079,7.38
2019-03-14,sz002080,13.16
2019-03-14,sz002081,10.68
2019-03-14,sz002082,9.39
2019-03-14,sz002083,5.69
2019-03-14,sz002084,5.05
2019-03-14,sz002085,8.2
2019-03-14,sz002086,4.88
2019-03-14,sz002087,4.57
2019-03-14,sz002088,11.0
2019-03-14,sz002089,5.6
2019-03-14,sz002090,23.5
2019-03-14,sz002091,6.6
2019-03-14,sz002092,9.43
2019-03-14,sz002093,9.99
2019-03-14,sz002094,5.67
2019-03-14,sz002095,29.28
2019-03-14,sz002096,7.17
2019-03-14,sz002097,6.79
2019-03-14,sz002098,9.5
2019-03-14,sz002099,6.21
2019-03-14,sz002100,9.25
2019-03-14,sz002101,9.1
2019-03-14,sz002102,1.98
2019-03-14,sz002103,5.69
2019-03-14,sz002104,7.63
2019-03-14,sz002105,4.93
2019-03-14,sz002106,8.73
2019-03-14,sz002107,8.35
2019-03-14,sz002108,5.48
2019-03-14,sz002109,4.12
2019-03-14,sz002110,16.05
2019-03-14,sz002111,13.24
2019-03-14,sz002112,8.31
2019-03-14,sz002113,4.65
2019-03-14,sz002114,8.28
2019-03-14,sz002115,12.9
2019-03-14,sz002116,9.62
2019-03-14,sz002117,18.03
2019-03-14,sz002118,7.88
2019-03-14,sz002119,12.75
2019-03-14,sz002120,36.95
2019-03-14,sz002121,6.85
2019-03-14,sz002122,2.77
2019-03-14,sz002123,12.15
2019-03-14,sz002124,17.7
2019-03-14,sz002125,11.41
2019-03-14,sz002126,9.2
2019-03-14,sz002127,10.28
2019-03-14,sz002128,8.86
2019-03-14,sz002129,10.42
2019-03-14,sz002130,4.58
2019-03-14,sz002131,2.38
2019-03-14,sz002132,3.09
2019-03-14,sz002133,4.12
2019-03-14,sz002134,7.4
2019-03-14,sz002135,5.76
2019-03-14,sz002136,9.12
2019-03-14,sz002137,8.1
2019-03-14,sz002138,17.52
2019-03-14,sz002139,5.84
2019-03-14,sz002140,7.9
2019-03-14,sz002141,5.29
2019-03-14,sz002142,19.5
2019-03-14,sz002143,4.31
2019-03-14,sz002144,11.63
2019-03-14,sz002145,4.61
2019-03-14,sz002146,10.27
2019-03-14,sz002147,3.23
2019-03-14,sz002148,7.43
2019-03-14,sz002149,8.73
2019-03-14,sz002150,8.13
2019-03-14,sz002151,26.59
2019-03-14,sz002152,7.0
2019-03-14,sz002153,34.77
2019-03-14,sz002154,3.95
2019-03-14,sz002155,8.39
2019-03-14,sz002156,10.49
2019-03-14,sz002157,16.61
2019-03-14,sz002158,10.04
2019-03-14,sz002159,21.45
2019-03-14,sz002160,4.19
2019-03-14,sz002161,7.99
2019-03-14,sz002162,3.87
2019-03-14,sz002163,5.79
2019-03-14,sz002164,4.2
2019-03-14,sz002165,4.72
2019-03-14,sz002166,7.95
2019-03-14,sz002167,7.35
2019-03-14,sz002168,11.73
2019-03-14,sz002169,6.0
2019-03-14,sz002170,4.52
2019-03-14,sz002171,6.51
2019-03-14,sz002172,4.68
2019-03-14,sz002173,8.68
2019-03-14,sz002174,24.14
2019-03-14,sz002175,7.64
2019-03-14,sz002176,6.25
2019-03-14,sz002177,4.55
2019-03-14,sz002178,5.21
2019-03-14,sz002179,43.5
2019-03-14,sz002180,30.51
2019-03-14,sz002181,6.34
2019-03-14,sz002182,8.43
2019-03-14,sz002183,5.88
2019-03-14,sz002184,12.72
2019-03-14,sz002185,5.91
2019-03-14,sz002186,12.97
2019-03-14,sz002187,9.07
2019-03-14,sz002188,3.89
2019-03-14,sz002189,22.85
2019-03-14,sz002190,19.7
2019-03-14,sz002191,10.1
2019-03-14,sz002192,29.61
2019-03-14,sz002193,10.35
2019-03-14,sz002194,11.15
2019-03-14,sz002195,5.65
2019-03-14,sz002196,6.14
2019-03-14,sz002197,9.47
2019-03-14,sz002198,6.32
2019-03-14,sz002199,12.42
2019-03-14,sz002200,7.4
2019-03-14,sz002201,7.57
2019-03-14,sz002202,15.2
2019-03-14,sz002203,8.48
2019-03-14,sz002204,3.76
2019-03-14,sz002205,15.31
2019-03-14,sz002206,4.53
2019-03-14,sz002207,6.17
2019-03-14,sz002208,0.0
2019-03-14,sz002209,8.9
2019-03-14,sz002210,4.11
2019-03-14,sz002211,5.71
2019-03-14,sz002212,17.6
2019-03-14,sz002213,11.18
2019-03-14,sz002214,8.95
2019-03-14,sz002215,6.74
2019-03-14,sz002216,7.79
2019-03-14,sz002217,7.81
2019-03-14,sz002218,4.0
2019-03-14,sz002219,4.53
2019-03-14,sz002220,3.34
2019-03-14,sz002221,9.05
2019-03-14,sz002222,14.43
2019-03-14,sz002223,23.19
2019-03-14,sz002224,7.1
2019-03-14,sz002225,5.36
2019-03-14,sz002226,7.17
2019-03-14,sz002227,13.25
2019-03-14,sz002228,5.34
2019-03-14,sz002229,8.76
2019-03-14,sz002230,36.17
2019-03-14,sz002231,7.9
2019-03-14,sz002232,9.06
2019-03-14,sz002233,11.76
2019-03-14,sz002234,34.35
2019-03-14,sz002235,7.11
2019-03-14,sz002236,17.01
2019-03-14,sz002237,9.83
2019-03-14,sz002238,10.1
2019-03-14,sz002239,2.87
2019-03-14,sz002240,9.78
2019-03-14,sz002241,9.94
2019-03-14,sz002242,20.83
2019-03-14,sz002243,20.28
2019-03-14,sz002244,4.46
2019-03-14,sz002245,5.29
2019-03-14,sz002246,8.24
2019-03-14,sz002247,5.33
2019-03-14,sz002248,10.87
2019-03-14,sz002249,4.84
2019-03-14,sz002250,11.66
2019-03-14,sz002251,9.37
2019-03-14,sz002252,10.08
2019-03-14,sz002253,17.28
2019-03-14,sz002254,11.46
2019-03-14,sz002255,4.45
2019-03-14,sz002256,3.79
2019-03-14,sz002258,15.85
2019-03-14,sz002259,2.42
2019-03-14,sz002260,3.2
2019-03-14,sz002261,5.9
2019-03-14,sz002262,13.08
2019-03-14,sz002263,1.94
2019-03-14,sz002264,6.88
2019-03-14,sz002265,9.73
2019-03-14,sz002266,0.0
2019-03-14,sz002267,8.3
2019-03-14,sz002268,31.63
2019-03-14,sz002269,3.19
2019-03-14,sz002270,5.57
2019-03-14,sz002271,18.91
2019-03-14,sz002272,5.18
2019-03-14,sz002273,13.7
2019-03-14,sz002274,6.71
2019-03-14,sz002275,14.45
2019-03-14,sz002276,7.49
2019-03-14,sz002277,4.12
2019-03-14,sz002278,7.86
2019-03-14,sz002279,9.18
2019-03-14,sz002280,5.11
2019-03-14,sz002281,32.0
2019-03-14,sz002282,10.05
2019-03-14,sz002283,4.54
2019-03-14,sz002284,5.99
2019-03-14,sz002285,6.5
2019-03-14,sz002286,6.82
2019-03-14,sz002287,29.97
2019-03-14,sz002288,6.3
2019-03-14,sz002289,7.63
2019-03-14,sz002290,10.65
2019-03-14,sz002291,5.54
2019-03-14,sz002292,8.79
2019-03-14,sz002293,10.65
2019-03-14,sz002294,24.87
2019-03-14,sz002295,8.18
2019-03-14,sz002296,6.79
2019-03-14,sz002297,8.51
2019-03-14,sz002298,8.2
2019-03-14,sz002299,28.1
2019-03-14,sz002300,6.97
2019-03-14,sz002301,10.56
2019-03-14,sz002302,11.97
2019-03-14,sz002303,5.4
2019-03-14,sz002304,110.8
2019-03-14,sz002305,3.38
2019-03-14,sz002306,3.81
2019-03-14,sz002307,0.0
2019-03-14,sz002308,6.48
2019-03-14,sz002309,9.76
2019-03-14,sz002310,8.37
2019-03-14,sz002311,27.17
2019-03-14,sz002312,4.02
2019-03-14,sz002313,26.35
2019-03-14,sz002314,3.81
2019-03-14,sz002315,15.23
2019-03-14,sz002316,9.05
2019-03-14,sz002317,9.85
2019-03-14,sz002318,8.05
2019-03-14,sz002319,12.83
2019-03-14,sz002320,16.78
2019-03-14,sz002321,9.0
2019-03-14,sz002322,12.88
2019-03-14,sz002323,0.0
2019-03-14,sz002324,11.4
2019-03-14,sz002325,3.81
2019-03-14,sz002326,9.79
2019-03-14,sz002327,8.61
2019-03-14,sz002328,7.86
2019-03-14,sz002329,4.33
2019-03-14,sz002330,6.0
2019-03-14,sz002331,11.6
2019-03-14,sz002332,7.51
2019-03-14,sz002333,7.5
2019-03-14,sz002334,6.26
2019-03-14,sz002335,19.55
2019-03-14,sz002336,7.59
2019-03-14,sz002337,5.75
2019-03-14,sz002338,14.7
2019-03-14,sz002339,9.37
2019-03-14,sz002340,5.1
2019-03-14,sz002341,11.45
2019-03-14,sz002342,4.19
2019-03-14,sz002343,11.55
2019-03-14,sz002344,5.46
2019-03-14,sz002345,5.19
2019-03-14,sz002346,15.26
2019-03-14,sz002347,4.68
2019-03-14,sz002348,3.97
2019-03-14,sz002349,6.8
2019-03-14,sz002350,7.5
2019-03-14,sz002351,6.36
2019-03-14,sz002352,35.44
2019-03-14,sz002353,21.51
2019-03-14,sz002354,5.81
2019-03-14,sz002355,8.94
2019-03-14,sz002356,15.16
2019-03-14,sz002357,6.51
2019-03-14,sz002358,15.5
2019-03-14,sz002359,11.35
2019-03-14,sz002360,6.16
2019-03-14,sz002361,4.56
2019-03-14,sz002362,18.63
2019-03-14,sz002363,6.37
2019-03-14,sz002364,11.69
2019-03-14,sz002365,12.24
2019-03-14,sz002366,13.6
2019-03-14,sz002367,9.63
2019-03-14,sz002368,31.72
2019-03-14,sz002369,10.65
2019-03-14,sz002370,12.48
2019-03-14,sz002371,70.0
2019-03-14,sz002372,16.6
2019-03-14,sz002373,17.86
2019-03-14,sz002374,3.47
2019-03-14,sz002375,6.55
2019-03-14,sz002376,18.25
2019-03-14,sz002377,5.46
2019-03-14,sz002378,6.71
2019-03-14,sz002379,3.67
2019-03-14,sz002380,14.85
2019-03-14,sz002381,8.95
2019-03-14,sz002382,15.56
2019-03-14,sz002383,14.83
2019-03-14,sz002384,16.14
2019-03-14,sz002385,5.28
2019-03-14,sz002386,6.5
2019-03-14,sz002387,12.86
2019-03-14,sz002388,6.0
2019-03-14,sz002389,15.02
2019-03-14,sz002390,5.32
2019-03-14,sz002391,13.63
2019-03-14,sz002392,4.11
2019-03-14,sz002393,27.78
2019-03-14,sz002394,11.29
2019-03-14,sz002395,14.43
2019-03-14,sz002396,24.01
2019-03-14,sz002397,5.01
2019-03-14,sz002398,5.41
2019-03-14,sz002399,25.99
2019-03-14,sz002400,3.97
2019-03-14,sz002401,11.62
2019-03-14,sz002402,9.4
2019-03-14,sz002403,9.76
2019-03-14,sz002404,6.57
2019-03-14,sz002405,23.25
2019-03-14,sz002406,6.45
2019-03-14,sz002407,16.08
2019-03-14,sz002408,8.36
2019-03-14,sz002409,18.2
2019-03-14,sz002410,28.45
2019-03-14,sz002411,21.77
2019-03-14,sz002412,17.15
2019-03-14,sz002413,7.4
2019-03-14,sz002414,27.97
2019-03-14,sz002415,34.68
2019-03-14,sz002416,6.41
2019-03-14,sz002417,8.98
2019-03-14,sz002418,4.7
2019-03-14,sz002419,12.66
2019-03-14,sz002420,4.44
2019-03-14,sz002421,5.1
2019-03-14,sz002422,24.77
2019-03-14,sz002423,11.56
2019-03-14,sz002424,10.44
2019-03-14,sz002425,8.68
2019-03-14,sz002426,3.91
2019-03-14,sz002427,15.8
2019-03-14,sz002428,7.62
2019-03-14,sz002429,3.28
2019-03-14,sz002430,11.97
2019-03-14,sz002431,4.82
2019-03-14,sz002432,6.81
2019-03-14,sz002433,5.95
2019-03-14,sz002434,6.81
2019-03-14,sz002435,7.05
2019-03-14,sz002436,5.78
2019-03-14,sz002437,5.63
2019-03-14,sz002438,6.97
2019-03-14,sz002439,28.15
2019-03-14,sz002440,11.22
2019-03-14,sz002441,8.31
2019-03-14,sz002442,8.33
2019-03-14,sz002443,7.3
