sequence,scene,amount
2019-03-14,sz161716,1.227
2019-03-14,sz161722,0.0
2019-03-14,sz161727,0.0
2019-03-14,sz161810,1.71
2019-01-02,sz161813,0.0
2019-03-14,sz161815,0.462
2019-03-14,sz161820,1.128
2019-03-14,sz161823,0.0
2019-03-14,sz161831,0.994
2019-03-14,sz161834,0.801
2019-03-14,sz161835,1.025
2019-03-14,sz161836,0.952
2019-03-14,sz161907,1.64
2019-03-14,sz161908,1.047
2019-03-14,sz161911,1.055
2019-03-14,sz162006,1.074
2019-03-14,sz162105,0.0
2019-03-14,sz162108,1.172
2019-03-14,sz162207,1.125
2019-03-14,sz162215,1.038
2019-03-14,sz162307,1.272
2019-03-14,sz162411,0.502
2019-03-14,sz162414,0.0
2019-03-14,sz162415,1.396
2019-03-14,sz162510,0.876
2019-03-14,sz162605,1.371
2019-03-14,sz162607,0.464
2019-03-14,sz162703,1.398
2019-03-14,sz162711,1.175
2019-03-14,sz162712,1.437
2019-03-14,sz162715,1.111
2019-03-14,sz162717,0.916
2019-03-14,sz162718,0.983
2019-03-14,sz162719,0.937
2019-03-14,sz163001,0.879
2019-03-14,sz163003,0.634
2019-03-14,sz163005,0.88
2019-03-14,sz163110,1.682
2019-03-14,sz163111,0.952
2019-03-14,sz163119,0.812
2019-03-14,sz163208,0.842
2019-03-14,sz163210,1.163
2019-03-14,sz163302,1.146
2019-03-14,sz163402,0.723
2019-03-14,sz163407,1.795
2019-03-14,sz163409,1.583
2019-03-14,sz163412,3.203
2019-03-14,sz163415,1.707
2019-03-14,sz163503,0.42
2019-03-14,sz163801,1.215
2019-03-14,sz163819,1.128
2019-03-14,sz163821,1.347
2019-03-14,sz163824,1.054
2019-03-14,sz163827,0.0
2019-03-14,sz163907,0.0
2019-03-14,sz164105,0.0
2019-03-14,sz164206,0.0
2019-03-14,sz164208,1.031
2019-03-14,sz164210,1.071
2019-01-15,sz164302,0.0
2019-03-14,sz164403,1.137
2019-03-14,sz164509,1.067
2019-03-14,sz164606,0.0
2019-03-14,sz164701,0.606
2019-03-14,sz164702,1.047
2019-03-14,sz164703,0.0
2019-03-14,sz164705,1.194
2019-03-14,sz164808,0.0
2019-03-14,sz164810,1.0
2018-06-27,sz164812,0.956
2019-03-14,sz164814,0.0
2018-05-10,sz164823,0.0
2019-03-14,sz164902,0.0
2019-03-14,sz164906,1.224
2019-03-14,sz165309,1.163
2019-03-14,sz165311,0.0
2019-03-14,sz165313,1.34
2019-03-14,sz165315,0.95
2019-03-14,sz165508,0.0
2019-03-14,sz165509,0.0
2019-03-14,sz165510,0.732
2019-03-14,sz165512,0.0
2019-03-14,sz165513,0.399
2019-03-14,sz165516,0.0
2019-03-14,sz165517,0.0
2019-03-14,sz165525,0.862
2019-03-14,sz165528,0.866
2018-07-25,sz165705,0.0
2018-07-10,sz165806,1.069
2019-03-14,sz165807,0.0
2019-03-14,sz166001,1.062
2019-03-14,sz166006,1.083
2019-03-14,sz166007,0.0
2019-03-14,sz166009,1.736
2019-03-14,sz166011,1.209
2019-03-14,sz166012,0.0
2019-03-14,sz166016,1.163
2019-03-14,sz166023,0.957
2019-03-14,sz166024,0.886
2019-03-14,sz166105,0.973
2019-03-14,sz166401,0.0
2019-03-14,sz166402,1.088
2019-03-14,sz166902,0.0
2019-03-14,sz166904,1.047
2019-03-14,sz167001,0.709
2019-03-14,sz167002,0.944
2019-03-14,sz167003,0.0
2019-03-14,sz167301,1.234
2019-03-14,sz168002,1.09
2019-03-14,sz168101,0.951
2019-03-14,sz168102,0.84
2019-03-14,sz168103,0.785
2019-03-14,sz168104,1.07
2019-03-14,sz168105,0.798
2019-03-14,sz168106,0.0
2019-03-14,sz168108,0.0
2019-03-14,sz168301,0.931
2019-03-14,sz168401,1.102
2019-03-14,sz169101,1.396
2019-03-14,sz169102,1.06
2019-03-14,sz169103,1.265
2019-03-14,sz169104,1.18
2019-03-14,sz169105,1.173
2019-03-14,sz169201,1.059
2019-03-14,sz184801,93.1
2019-03-14,sz200011,5.56
2019-03-14,sz200012,3.05
2019-03-14,sz200016,2.73
2019-03-14,sz200017,2.2
2019-03-14,sz200018,1.67
2019-03-14,sz200019,4.18
2019-03-14,sz200020,5.1
2018-12-25,sz200022,0.0
2019-03-14,sz200025,9.06
2019-03-14,sz200026,5.21
2019-03-14,sz200028,31.99
2019-03-14,sz200029,0.0
2019-03-14,sz200030,3.76
2019-03-14,sz200037,4.43
2019-03-14,sz200045,4.52
2018-06-14,sz200053,0.0
2019-03-14,sz200054,7.95
2019-03-14,sz200055,4.13
2019-03-14,sz200056,2.97
2019-03-14,sz200058,3.16
2019-03-14,sz200152,12.61
2019-03-14,sz200160,1.32
2019-03-14,sz200168,1.4
2019-03-14,sz200413,4.1
2019-03-14,sz200418,50.8
2019-03-14,sz200429,6.99
2019-03-14,sz200488,5.05
2019-03-14,sz200505,3.64
2019-03-14,sz200512,3.22
2019-03-14,sz200521,2.74
2019-03-14,sz200530,2.9
2019-03-14,sz200539,2.86
2019-03-14,sz200541,3.81
2019-03-14,sz200550,9.03
2019-03-14,sz200553,7.13
2019-03-14,sz200570,2.76
2019-03-14,sz200581,15.9
2019-03-14,sz200596,49.09
2019-03-14,sz200613,4.44
2019-03-14,sz200625,4.12
2019-03-14,sz200706,3.32
2019-03-14,sz200725,3.01
2019-03-14,sz200726,9.45
2019-03-14,sz200761,2.39
2019-03-14,sz200771,7.01
2019-03-14,sz200869,16.8
2019-03-14,sz200986,2.64
2019-03-14,sz200992,3.87
2019-03-14,sz300001,24.0
2019-03-14,sz300002,4.91
2019-03-14,sz300003,24.87
2019-03-14,sz300004,4.82
2019-03-14,sz300005,4.25
2019-03-14,sz300006,4.59
2019-03-14,sz300007,12.75
2019-03-14,sz300008,4.16
2019-03-14,sz300009,15.41
2019-03-14,sz300010,9.71
2019-03-14,sz300011,7.59
2019-03-14,sz300012,8.47
2019-03-14,sz300013,14.64
2019-03-14,sz300014,25.92
2019-03-14,sz300015,31.13
2019-03-14,sz300016,10.45
2019-03-14,sz300017,13.91
2019-03-14,sz300018,6.39
2019-03-14,sz300019,7.41
2019-03-14,sz300020,9.75
2019-03-14,sz300021,5.98
2019-03-14,sz300022,4.6
2019-03-14,sz300023,7.83
2019-03-14,sz300024,19.28
2019-03-14,sz300025,6.33
2019-03-14,sz300026,3.53
2019-03-14,sz300027,5.85
2019-03-14,sz300028,0.0
2019-03-14,sz300029,5.7
2019-03-14,sz300030,6.29
2019-03-14,sz300031,16.11
2019-03-14,sz300032,3.86
2019-03-14,sz300033,85.02
2019-03-14,sz300034,12.71
2019-03-14,sz300035,5.91
2019-03-14,sz300036,18.48
2019-03-14,sz300037,29.01
2019-03-14,sz300038,12.86
2019-03-14,sz300039,4.93
2019-03-14,sz300040,6.76
2019-03-14,sz300041,7.66
2019-03-14,sz300042,21.58
2019-03-14,sz300043,7.17
2019-03-14,sz300044,8.68
2019-03-14,sz300045,11.2
2019-03-14,sz300046,15.76
2019-03-14,sz300047,16.4
2019-03-14,sz300048,3.17
2019-03-14,sz300049,10.92
2019-03-14,sz300050,6.86
2019-03-14,sz300051,7.42
2019-03-14,sz300052,11.72
2019-03-14,sz300053,11.69
2019-03-14,sz300054,9.34
2019-03-14,sz300055,8.98
2019-03-14,sz300056,6.65
2019-03-14,sz300057,8.0
2019-03-14,sz300058,5.76
2019-03-14,sz300059,19.25
2019-03-14,sz300061,9.63
2019-03-14,sz300062,6.5
2019-03-14,sz300063,3.91
2019-03-14,sz300064,5.48
2019-03-14,sz300065,14.13
2019-03-14,sz300066,4.88
2019-03-14,sz300067,6.52
2019-03-14,sz300068,15.19
2019-03-14,sz300069,13.25
2019-03-14,sz300070,9.72
2019-03-14,sz300071,4.47
2019-03-14,sz300072,11.0
2019-03-14,sz300073,30.44
2019-03-14,sz300074,5.06
2019-03-14,sz300075,13.63
2019-03-14,sz300076,5.66
2019-03-14,sz300077,10.08
2019-03-14,sz300078,10.7
2019-03-14,sz300079,6.5
2019-03-14,sz300080,6.9
2019-03-14,sz300081,12.23
2019-03-14,sz300082,6.99
2019-03-14,sz300083,4.35
2019-03-14,sz300084,6.3
2019-03-14,sz300085,17.74
2019-03-14,sz300086,6.9
2019-03-14,sz300087,8.33
2019-03-14,sz300088,6.28
2019-03-14,sz300089,6.78
2019-03-14,sz300090,2.62
2019-03-14,sz300091,4.93
2019-03-14,sz300092,7.42
2019-03-14,sz300093,7.5
2019-03-14,sz300094,6.74
2019-03-14,sz300095,6.27
2019-03-14,sz300096,11.97
2019-03-14,sz300097,14.05
2019-03-14,sz300098,9.68
2019-03-14,sz300099,5.6
2019-03-14,sz300100,11.83
2019-03-14,sz300101,13.05
2019-03-14,sz300102,7.02
2019-03-14,sz300103,9.66
2019-03-14,sz300104,3.16
2019-03-14,sz300105,4.92
2019-03-14,sz300106,6.76
2019-03-14,sz300107,13.08
2019-03-14,sz300108,8.08
2019-03-14,sz300109,19.82
2019-03-14,sz300110,3.8
2019-03-14,sz300111,3.01
2019-03-14,sz300112,8.8
2019-03-14,sz300113,17.51
2019-03-14,sz300114,10.44
2019-03-14,sz300115,13.25
2019-03-14,sz300116,2.19
2019-03-14,sz300117,4.46
2019-03-14,sz300118,10.22
2019-03-14,sz300119,12.37
2019-03-14,sz300120,8.32
2019-03-14,sz300121,10.44
2019-03-14,sz300122,48.5
2019-03-14,sz300123,13.02
2019-03-14,sz300124,26.2
2019-03-14,sz300125,16.0
2019-03-14,sz300126,6.26
2019-03-14,sz300127,13.5
2019-03-14,sz300128,5.2
2019-03-14,sz300129,4.2
2019-03-14,sz300130,16.25
2019-03-14,sz300131,6.17
2019-03-14,sz300132,14.01
2019-03-14,sz300133,8.3
2019-03-14,sz300134,15.82
2019-03-14,sz300135,3.22
2019-03-14,sz300136,29.01
2019-03-14,sz300137,10.66
2019-03-14,sz300138,7.4
2019-03-14,sz300139,14.0
2019-03-14,sz300140,10.7
2019-03-14,sz300141,9.32
2019-03-14,sz300142,21.2
2019-03-14,sz300143,11.21
2019-03-14,sz300144,21.66
2019-03-14,sz300145,3.99
2019-03-14,sz300146,20.98
2019-03-14,sz300147,7.82
2019-03-14,sz300148,5.2
2019-03-14,sz300149,17.68
2019-03-14,sz300150,5.53
2019-03-14,sz300151,6.55
2019-03-14,sz300152,2.71
2019-03-14,sz300153,8.72
2019-03-14,sz300154,6.17
2019-03-14,sz300155,5.76
2019-03-14,sz300156,4.37
2019-03-14,sz300157,5.6
2019-03-14,sz300158,5.39
2019-03-14,sz300159,6.5
2019-03-14,sz300160,4.62
2019-03-14,sz300161,14.72
2019-03-14,sz300162,6.66
2019-03-14,sz300163,4.17
2019-03-14,sz300164,7.5
2019-03-14,sz300165,5.27
2019-03-14,sz300166,15.93
2019-03-14,sz300167,6.13
2019-03-14,sz300168,15.52
2019-03-14,sz300169,5.79
2019-03-14,sz300170,17.6
2019-03-14,sz300171,9.85
2019-03-14,sz300172,6.12
2019-03-14,sz300173,6.25
2019-03-14,sz300174,13.68
2019-03-14,sz300175,6.88
2019-03-14,sz300176,47.33
2019-03-14,sz300177,13.97
2019-03-14,sz300178,10.44
2019-03-14,sz300179,4.82
2019-03-14,sz300180,14.05
2019-03-14,sz300181,7.09
2019-03-14,sz300182,6.01
2019-03-14,sz300183,16.51
2019-03-14,sz300184,13.01
2019-03-14,sz300185,2.23
2019-03-14,sz300187,6.43
2019-03-14,sz300188,18.0
2019-03-14,sz300189,3.84
2019-03-14,sz300190,6.27
2019-03-14,sz300191,17.64
2019-03-14,sz300192,11.39
2019-03-14,sz300193,8.11
2019-03-14,sz300194,3.85
2019-03-14,sz300195,11.6
2019-03-14,sz300196,10.26
2019-03-14,sz300197,4.66
2019-03-14,sz300198,4.47
2019-03-14,sz300199,11.22
2019-03-14,sz300200,8.67
2019-03-14,sz300201,5.21
2019-03-14,sz300202,8.5
2019-03-14,sz300203,29.38
2019-03-14,sz300204,14.0
2019-03-14,sz300205,11.79
2019-03-14,sz300206,6.75
2019-03-14,sz300207,13.03
2019-03-14,sz300208,7.14
2019-03-14,sz300209,14.56
2019-03-14,sz300210,4.88
2019-03-14,sz300211,6.96
2019-03-14,sz300212,27.69
2019-03-14,sz300213,9.71
2019-03-14,sz300214,6.26
2019-03-14,sz300215,7.2
2019-03-14,sz300216,4.61
2019-03-14,sz300217,3.25
2019-03-14,sz300218,7.92
2019-03-14,sz300219,8.35
2019-03-14,sz300220,15.03
2019-03-14,sz300221,7.55
2019-03-14,sz300222,17.6
2019-03-14,sz300223,28.44
2019-03-14,sz300224,7.66
2019-03-14,sz300225,5.9
2019-03-14,sz300226,82.5
2019-03-14,sz300227,13.48
2019-03-14,sz300228,6.64
2019-03-14,sz300229,11.91
2019-03-14,sz300230,5.97
2019-03-14,sz300231,8.68
2019-03-14,sz300232,13.4
2019-03-14,sz300233,17.09
2019-03-14,sz300234,6.88
2019-03-14,sz300235,10.41
2019-03-14,sz300236,35.12
2019-03-14,sz300237,4.6
2019-03-14,sz300238,13.5
2019-03-14,sz300239,4.86
2019-03-14,sz300240,9.45
2019-03-14,sz300241,6.1
2019-03-14,sz300242,5.45
2019-03-14,sz300243,10.01
2019-03-14,sz300244,21.65
2019-03-14,sz300245,11.4
2019-03-14,sz300246,14.18
2019-03-14,sz300247,4.08
2019-03-14,sz300248,9.2
2019-03-14,sz300249,8.29
2019-03-14,sz300250,16.78
2019-03-14,sz300251,8.75
2019-03-14,sz300252,13.81
2019-03-14,sz300253,14.24
2019-03-14,sz300254,8.12
2019-03-14,sz300255,6.31
2019-03-14,sz300256,4.39
2019-03-14,sz300257,13.55
2019-03-14,sz300258,13.51
2019-03-14,sz300259,4.1
2019-03-14,sz300260,11.41
2019-03-14,sz300261,5.76
2019-03-14,sz300262,8.34
2019-03-14,sz300263,5.78
2019-03-14,sz300264,6.36
2019-03-14,sz300265,9.94
2019-03-14,sz300266,4.29
2019-03-14,sz300267,4.24
2019-03-14,sz300268,15.25
2019-03-14,sz300269,6.42
2019-03-14,sz300270,9.01
2019-03-14,sz300271,20.41
2019-03-14,sz300272,8.96
2019-03-14,sz300273,6.33
2019-03-14,sz300274,12.0
2019-03-14,sz300275,9.82
2019-03-14,sz300276,14.02
2019-03-14,sz300277,7.9
2019-03-14,sz300278,9.0
2019-03-14,sz300279,6.78
2019-03-14,sz300280,32.59
2019-03-14,sz300281,6.7
2019-03-14,sz300282,13.66
2019-03-14,sz300283,5.59
2019-03-14,sz300284,12.34
2019-03-14,sz300285,20.4
2019-03-14,sz300286,11.66
2019-03-14,sz300287,5.48
2019-03-14,sz300288,16.97
2019-03-14,sz300289,7.62
2019-03-14,sz300290,9.43
2019-03-14,sz300291,6.13
2019-03-14,sz300292,4.61
2019-03-14,sz300293,9.77
2019-03-14,sz300294,32.4
2019-03-14,sz300295,15.9
2019-03-14,sz300296,8.87
2019-03-14,sz300297,7.53
2019-03-14,sz300298,12.74
2019-03-14,sz300299,6.18
2019-03-14,sz300300,13.91
2019-03-14,sz300301,4.28
2019-03-14,sz300302,10.28
2019-03-14,sz300303,3.55
2019-03-14,sz300304,4.86
2019-03-14,sz300305,9.53
2019-03-14,sz300306,10.17
2019-03-14,sz300307,6.52
2019-03-14,sz300308,58.24
2019-03-14,sz300309,8.13
2019-03-14,sz300310,6.71
2019-03-14,sz300311,8.5
2019-03-14,sz300312,9.1
2019-03-14,sz300313,7.21
2019-03-14,sz300314,10.09
2019-03-14,sz300315,4.25
2019-03-14,sz300316,14.97
2019-03-14,sz300317,6.59
2019-03-14,sz300318,4.96
2019-03-14,sz300319,8.21
2019-03-14,sz300320,5.86
2019-03-14,sz300321,15.49
2019-03-14,sz300322,13.7
2019-03-14,sz300323,9.61
2019-03-14,sz300324,8.36
2019-03-14,sz300325,4.43
2019-03-14,sz300326,10.57
2019-03-14,sz300327,24.6
2019-03-14,sz300328,9.7
2019-03-14,sz300329,8.8
2019-03-14,sz300330,9.1
2019-03-14,sz300331,18.8
2019-03-14,sz300332,5.84
2019-03-14,sz300333,10.6
2019-03-14,sz300334,8.57
2019-03-14,sz300335,7.35
2019-03-14,sz300336,5.6
2019-03-14,sz300337,4.94
2019-03-14,sz300338,10.41
2019-03-14,sz300339,13.75
2019-03-14,sz300340,22.02
2019-03-14,sz300341,6.35
2019-03-14,sz300342,9.35
2019-03-14,sz300343,7.93
2019-03-14,sz300344,7.66
2019-03-14,sz300345,4.95
2019-03-14,sz300346,13.71
2019-03-14,sz300347,59.88
2019-03-14,sz300348,25.8
2019-03-14,sz300349,21.68
2019-03-14,sz300350,7.4
2019-03-14,sz300351,11.18
2019-03-14,sz300352,5.77
2019-03-14,sz300353,13.0
2019-03-14,sz300354,10.61
2019-03-14,sz300355,5.41
2019-03-14,sz300356,11.06
2019-03-14,sz300357,43.68
2019-03-14,sz300358,9.1
2019-03-14,sz300359,7.55
2019-03-14,sz300360,9.6
2019-03-14,sz300362,5.71
2019-03-14,sz300363,10.9
2019-03-14,sz300364,6.14
2019-03-14,sz300365,29.3
2019-03-14,sz300366,9.84
2019-03-14,sz300367,12.72
2019-03-14,sz300368,8.95
2019-03-14,sz300369,12.89
2019-03-14,sz300370,6.27
2019-03-14,sz300371,15.92
2019-03-14,sz300373,20.5
2019-03-14,sz300374,11.02
2019-03-14,sz300375,7.05
2019-03-14,sz300376,6.06
2019-03-14,sz300377,14.61
2019-03-14,sz300378,14.68
2019-03-14,sz300379,24.43
2019-03-14,sz300380,23.98
2019-03-14,sz300381,10.1
2019-03-14,sz300382,6.85
2019-03-14,sz300383,18.39
2019-03-14,sz300384,16.69
2019-03-14,sz300385,18.38
2019-03-14,sz300386,14.11
2019-03-14,sz300387,7.31
2019-03-14,sz300388,10.53
2019-03-14,sz300389,18.31
2019-03-14,sz300390,9.88
2019-03-14,sz300391,12.94
2019-03-14,sz300392,9.1
2019-03-14,sz300393,24.7
2019-03-14,sz300394,31.63
2019-03-14,sz300395,18.7
2019-03-14,sz300396,15.92
2019-03-14,sz300397,21.78
2019-03-14,sz300398,19.21
2019-03-14,sz300399,13.39
2019-03-14,sz300400,19.7
2019-03-14,sz300401,14.98
2019-03-14,sz300402,10.22
2019-03-14,sz300403,5.98
2019-03-14,sz300404,14.5
2019-03-14,sz300405,9.04
2019-03-14,sz300406,14.15
2019-03-14,sz300407,8.54
2019-03-14,sz300408,21.75
2019-03-14,sz300409,19.24
2019-03-14,sz300410,24.01
2019-03-14,sz300411,9.45
2019-03-14,sz300412,7.42
2019-03-14,sz300413,47.78
2019-03-14,sz300414,20.23
2019-03-14,sz300415,7.26
2019-03-14,sz300416,20.65
2019-03-14,sz300417,17.9
2019-03-14,sz300418,16.29
2019-03-14,sz300419,6.46
2019-03-14,sz300420,6.2
2019-03-14,sz300421,14.73
2019-03-14,sz300422,11.74
2019-03-14,sz300423,27.62
2019-03-14,sz300424,19.6
2019-03-14,sz300425,5.74
2019-03-14,sz300426,7.93
2019-03-14,sz300427,14.05
2019-03-14,sz300428,12.29
2019-03-14,sz300429,31.5
2019-03-14,sz300430,10.1
2019-03-14,sz300431,11.05
2019-03-14,sz300432,6.88
2019-03-14,sz300433,8.7
2019-03-14,sz300434,10.24
2019-03-14,sz300435,11.3
2019-03-14,sz300436,27.06
2019-03-14,sz300437,16.45
2019-03-14,sz300438,25.31
2019-03-14,sz300439,16.52
2019-03-14,sz300440,8.9
2019-03-14,sz300441,7.85
2019-03-14,sz300442,15.01
2019-03-14,sz300443,16.63
2019-03-14,sz300444,9.1
2019-03-14,sz300445,13.25
2019-03-14,sz300446,27.54
2019-03-14,sz300447,11.35
2019-03-14,sz300448,13.69
2019-03-14,sz300449,19.63
2019-03-14,sz300450,38.55
2019-03-14,sz300451,21.7
2019-03-14,sz300452,17.01
2019-03-14,sz300453,14.05
2019-03-14,sz300455,7.91
2019-03-14,sz300456,30.93
2019-03-14,sz300457,29.13
2019-03-14,sz300458,24.8
2019-03-14,sz300459,8.9
2019-03-14,sz300460,10.27
2019-03-14,sz300461,24.15
2019-03-14,sz300462,19.6
2019-03-14,sz300463,19.99
2019-03-14,sz300464,9.63
2019-03-14,sz300465,8.5
2019-03-14,sz300466,7.32
2019-03-14,sz300467,30.0
2019-03-14,sz300468,16.7
2019-03-14,sz300469,25.45
2019-03-14,sz300470,25.14
2019-03-14,sz300471,7.57
2019-03-14,sz300472,20.4
2019-03-14,sz300473,38.95
2019-03-14,sz300474,48.2
2019-03-14,sz300475,10.19
2019-03-14,sz300476,14.73
2019-03-14,sz300477,10.54
2019-03-14,sz300478,15.97
2019-03-14,sz300479,18.8
2019-03-14,sz300480,14.02
2019-03-14,sz300481,19.6
2019-03-14,sz300482,33.4
2019-03-14,sz300483,0.0
2019-03-14,sz300484,13.3
2019-03-14,sz300485,12.35
2019-03-14,sz300486,15.22
2019-03-14,sz300487,33.5
2019-03-14,sz300488,25.7
2019-03-14,sz300489,14.7
2019-03-14,sz300490,14.21
2019-03-14,sz300491,18.8
2019-03-14,sz300492,25.65
2019-03-14,sz300493,11.8
2019-03-14,sz300494,12.91
2019-03-14,sz300495,13.86
2019-03-14,sz300496,35.11
2019-03-14,sz300497,18.28
2019-03-14,sz300498,39.79
2019-03-14,sz300499,15.98
2019-03-14,sz300500,24.39
2019-03-14,sz300501,21.51
2019-03-14,sz300502,29.18
2019-03-14,sz300503,10.69
2019-03-14,sz300505,24.67
2019-03-14,sz300506,20.58
2019-03-14,sz300507,20.15
2019-03-14,sz300508,27.05
2019-03-14,sz300509,13.35
2019-03-14,sz300510,13.0
2019-03-14,sz300511,8.72
2019-03-14,sz300512,15.93
2019-03-14,sz300513,27.1
2019-03-14,sz300514,18.38
2019-03-14,sz300515,11.23
2019-03-14,sz300516,36.28
2019-03-14,sz300517,15.67
2019-03-14,sz300518,28.66
2019-03-14,sz300519,16.15
2019-03-14,sz300520,21.47
2019-03-14,sz300521,11.36
2019-03-14,sz300522,18.83
2019-03-14,sz300523,55.61
2019-03-14,sz300525,33.34
2019-03-14,sz300526,12.81
2019-03-14,sz300527,9.23
2019-03-14,sz300528,9.17
2019-03-14,sz300529,54.9
2019-03-14,sz300530,39.95
2019-03-14,sz300531,23.28
2019-03-14,sz300532,14.99
2019-03-14,sz300533,37.3
2019-03-14,sz300534,7.04
2019-03-14,sz300535,14.85
2019-03-14,sz300536,10.3
2019-03-14,sz300537,12.09
2019-03-14,sz300538,35.0
2019-03-14,sz300539,14.33
2019-03-14,sz300540,13.42
2019-03-14,sz300541,17.12
2019-03-14,sz300542,16.78
2019-03-14,sz300543,21.24
2019-03-14,sz300545,31.59
2019-03-14,sz300546,32.5
2019-03-14,sz300547,24.84
2019-03-14,sz300548,45.59
2019-03-14,sz300549,14.49
2019-03-14,sz300550,59.55
2019-03-14,sz300551,14.86
2019-03-14,sz300552,21.65
2019-03-14,sz300553,36.77
2019-03-14,sz300554,19.75
2019-03-14,sz300555,11.4
2019-03-14,sz300556,22.99
2019-03-14,sz300557,30.2
2019-03-14,sz300558,45.32
2019-03-14,sz300559,42.91
2019-03-14,sz300560,21.08
2019-03-14,sz300561,16.75
2019-03-14,sz300562,12.63
2019-03-14,sz300563,28.01
2019-03-14,sz300565,15.25
2019-03-14,sz300566,16.39
2019-03-14,sz300567,72.05
2019-03-14,sz300568,30.75
2019-03-14,sz300569,19.71
2019-03-14,sz300570,22.7
2019-03-14,sz300571,61.0
2019-03-14,sz300572,73.18
2019-03-14,sz300573,18.65
2019-03-14,sz300575,59.61
2019-03-14,sz300576,17.31
2019-03-14,sz300577,32.51
2019-03-14,sz300578,21.71
2019-03-14,sz300579,44.0
2019-03-14,sz300580,17.0
2019-03-14,sz300581,16.1
2019-03-14,sz300582,15.56
2019-03-14,sz300583,37.13
2019-03-14,sz300584,29.31
2019-03-14,sz300585,10.76
2019-03-14,sz300586,15.06
2019-03-14,sz300587,22.93
2019-03-14,sz300588,15.4
2019-03-14,sz300589,13.56
2019-03-14,sz300590,41.1
2019-03-14,sz300591,6.69
2019-03-14,sz300592,10.91
2019-03-14,sz300593,20.4
2019-03-14,sz300595,50.0
2019-03-14,sz300596,33.0
2019-03-14,sz300597,15.59
2019-03-14,sz300598,29.2
2019-03-14,sz300599,12.06
2019-03-14,sz300600,24.81
2019-03-14,sz300601,43.9
2019-03-14,sz300602,41.06
2019-03-14,sz300603,30.88
2019-03-14,sz300604,40.4
2019-03-14,sz300605,18.3
2019-03-14,sz300606,19.68
2019-03-14,sz300607,41.53
2019-03-14,sz300608,25.51
2019-03-14,sz300609,41.1
2019-03-14,sz300610,14.03
2019-03-14,sz300611,10.48
2019-03-14,sz300612,24.7
2019-03-14,sz300613,114.77
2019-03-14,sz300615,21.0
2019-03-14,sz300616,80.99
2019-03-14,sz300617,28.8
2019-03-14,sz300618,79.95
2019-03-14,sz300619,27.26
2019-03-14,sz300620,45.1
2019-03-14,sz300621,10.87
2019-03-14,sz300622,18.9
2019-03-14,sz300623,36.39
2019-03-14,sz300624,66.5
2019-03-14,sz300625,16.7
2019-03-14,sz300626,9.32
2019-03-14,sz300627,21.4
2019-03-14,sz300628,98.38
2019-03-14,sz300629,19.9
2019-03-14,sz300630,65.5
2019-03-14,sz300631,17.6
2019-03-14,sz300632,18.96
2019-03-14,sz300633,28.98
2019-03-14,sz300635,17.51
2019-03-14,sz300636,19.94
2019-03-14,sz300637,33.88
2019-03-14,sz300638,57.0
2019-03-14,sz300639,16.9
2019-03-14,sz300640,11.49
2019-03-14,sz300641,5.92
2019-03-14,sz300642,44.15
2019-03-14,sz300643,10.41
2019-03-14,sz300644,32.55
2019-03-14,sz300645,37.01
2019-03-14,sz300647,18.24
2019-03-14,sz300648,21.22
2019-03-14,sz300649,26.26
2019-03-14,sz300650,15.83
2019-03-14,sz300651,53.58
2019-03-14,sz300652,25.0
2019-03-14,sz300653,55.1
2019-03-14,sz300654,24.27
2019-03-14,sz300655,16.95
2019-03-14,sz300656,25.44
2019-03-14,sz300657,45.95
2019-03-14,sz300658,14.15
2019-03-14,sz300659,31.18
2019-03-14,sz300660,24.93
2019-03-14,sz300661,99.81
2019-03-14,sz300662,37.86
2019-03-14,sz300663,22.49
2019-03-14,sz300664,11.3
2019-03-14,sz300665,11.7
2019-03-14,sz300666,45.4
2019-03-14,sz300667,35.45
2019-03-14,sz300668,21.43
2019-03-14,sz300669,20.01
2019-03-14,sz300670,18.36
2019-03-14,sz300671,21.06
2019-03-14,sz300672,48.01
2019-03-14,sz300673,48.6
2019-03-14,sz300675,26.03
2019-03-14,sz300676,77.0
2019-03-14,sz300677,20.21
2019-03-14,sz300678,25.0
2019-03-14,sz300679,34.68
2019-03-14,sz300680,18.81
2019-03-14,sz300681,36.0
2019-03-14,sz300682,23.64
2019-03-14,sz300683,31.38
2019-03-14,sz300684,39.08
2019-03-14,sz300685,54.09
2019-03-14,sz300686,13.45
2019-03-14,sz300687,28.24
2019-03-14,sz300688,47.37
2019-03-14,sz300689,36.17
2019-03-14,sz300690,24.51
2019-03-14,sz300691,32.33
2019-03-14,sz300692,15.76
2019-03-14,sz300693,19.68
2019-03-14,sz300695,65.05
2019-03-14,sz300696,26.6
2019-03-14,sz300697,13.3
2019-03-14,sz300698,18.71
2019-03-14,sz300699,46.35
2019-03-14,sz300700,26.3
2019-03-14,sz300701,37.79
2019-03-14,sz300702,30.0
2019-03-14,sz300703,16.4
2019-03-14,sz300705,14.53
2019-03-14,sz300706,30.36
2019-03-14,sz300707,17.77
2019-03-14,sz300708,12.72
2019-03-14,sz300709,32.7
2019-03-14,sz300710,32.18
2019-03-14,sz300711,19.96
2019-03-14,sz300712,16.62
2019-03-14,sz300713,23.15
2019-03-14,sz300715,24.52
2019-03-14,sz300716,12.48
2019-03-14,sz300717,16.56
2019-03-14,sz300718,17.0
2019-03-14,sz300719,12.63
